# run          :2017-Mar-31-run-02
#  Pendulum = Large Copper Ring (37g)
#  micrometer = not recorded
#  run length = 300.0sec
#  run start = 2017-03-31 13:30:11.361435
# Ix, Iy, Iz = 0.0, 0.0, 0.0
#  run end = 2017-03-31 13:35:11.374621
#  Time (S)   sumSignal  LR_Signal  TB_Signal
# 
  0.006217	 -0.002498	 -0.002924	 -0.004599
  0.017158	 -0.002506	 -0.002877	 -0.004552
  0.027936	 -0.002514	 -0.002948	 -0.004559
  0.038754	 -0.002285	 -0.002988	 -0.004575
  0.049612	 -0.002356	 -0.002585	 -0.004236
  0.060466	 -0.002261	 -0.002624	 -0.004275
  0.071321	 -0.002324	 -0.002664	 -0.004354
  0.082194	 -0.002206	 -0.002601	 -0.004275
  0.093152	 -0.002458	 -0.002664	 -0.004583
  0.104161	 -0.002577	 -0.002940	 -0.004536
  0.115154	 -0.002443	 -0.002940	 -0.004631
  0.126151	 -0.002474	 -0.002964	 -0.004575
  0.137157	 -0.002537	 -0.002861	 -0.004559
  0.148151	 -0.002253	 -0.002593	 -0.004291
  0.159155	 -0.002245	 -0.002632	 -0.004322
  0.169990	 -0.002324	 -0.002735	 -0.004283
  0.180732	 -0.002166	 -0.002656	 -0.004299
  0.191604	 -0.002593	 -0.002624	 -0.004378
  0.202535	 -0.002553	 -0.002845	 -0.004583
  0.213518	 -0.002593	 -0.002861	 -0.004559
  0.224519	 -0.002506	 -0.002948	 -0.004520
  0.235520	 -0.002482	 -0.003011	 -0.004567
  0.246516	 -0.002411	 -0.002640	 -0.004291
  0.257455	 -0.002237	 -0.002632	 -0.004251
  0.268325	 -0.002253	 -0.002632	 -0.004307
  0.279189	 -0.002221	 -0.002624	 -0.004228
  0.290146	 -0.002553	 -0.002743	 -0.004236
  0.301149	 -0.002664	 -0.002893	 -0.004496
  0.312137	 -0.002537	 -0.002901	 -0.004575
  0.323158	 -0.002577	 -0.002877	 -0.004631
  0.334152	 -0.002498	 -0.002917	 -0.004496
  0.345141	 -0.002316	 -0.002893	 -0.004275
  0.356135	 -0.002308	 -0.002601	 -0.004275
  0.367204	 -0.002237	 -0.002640	 -0.004267
  0.378206	 -0.002237	 -0.002561	 -0.004291
  0.389152	 -0.002482	 -0.002664	 -0.004299
  0.400151	 -0.002609	 -0.002877	 -0.004559
  0.411153	 -0.002482	 -0.002893	 -0.004552
  0.422149	 -0.002522	 -0.002909	 -0.004536
  0.433149	 -0.002498	 -0.002917	 -0.004567
  0.444071	 -0.002293	 -0.002861	 -0.004251
  0.454952	 -0.002221	 -0.002561	 -0.004291
  0.465883	 -0.002206	 -0.002664	 -0.004378
  0.476864	 -0.002221	 -0.002609	 -0.004244
  0.487882	 -0.002285	 -0.002672	 -0.004275
  0.498886	 -0.002585	 -0.002885	 -0.004496
  0.509831	 -0.002545	 -0.002909	 -0.004623
  0.520697	 -0.002537	 -0.002877	 -0.004662
  0.531650	 -0.002490	 -0.002845	 -0.004567
  0.542655	 -0.002229	 -0.002988	 -0.004307
  0.553653	 -0.002277	 -0.002624	 -0.004299
  0.564608	 -0.002300	 -0.002648	 -0.004299
  0.575519	 -0.002261	 -0.002648	 -0.004299
  0.586490	 -0.002253	 -0.002648	 -0.004283
  0.597380	 -0.002537	 -0.002877	 -0.004536
  0.608254	 -0.002490	 -0.002932	 -0.004583
  0.619278	 -0.002498	 -0.002940	 -0.004473
  0.630298	 -0.002537	 -0.002893	 -0.004575
  0.641281	 -0.002285	 -0.002980	 -0.004536
  0.652151	 -0.002269	 -0.002593	 -0.004315
  0.662967	 -0.002206	 -0.002616	 -0.004251
  0.673887	 -0.002221	 -0.002624	 -0.004251
  0.684883	 -0.002198	 -0.002703	 -0.004275
  0.695890	 -0.002577	 -0.002869	 -0.004552
  0.706888	 -0.002466	 -0.002932	 -0.004504
  0.717901	 -0.002545	 -0.002877	 -0.004599
  0.728897	 -0.002506	 -0.002869	 -0.004567
  0.739892	 -0.002221	 -0.002948	 -0.004520
  0.750835	 -0.002293	 -0.002561	 -0.004212
  0.761693	 -0.002214	 -0.002593	 -0.004220
  0.772554	 -0.002245	 -0.002616	 -0.004283
  0.783463	 -0.002166	 -0.002514	 -0.004275
  0.794426	 -0.002474	 -0.002672	 -0.004536
  0.805408	 -0.002537	 -0.002932	 -0.004544
  0.816414	 -0.002474	 -0.002893	 -0.004504
  0.827392	 -0.002490	 -0.002853	 -0.004520
  0.838300	 -0.002285	 -0.002893	 -0.004512
  0.849054	 -0.002269	 -0.002648	 -0.004291
  0.859772	 -0.002214	 -0.002593	 -0.004259
  0.870659	 -0.002229	 -0.002624	 -0.004244
  0.881583	 -0.002245	 -0.002601	 -0.004244
  0.892524	 -0.002537	 -0.002601	 -0.004536
  0.903513	 -0.002545	 -0.002877	 -0.004520
  0.914425	 -0.002514	 -0.002845	 -0.004575
  0.925328	 -0.002514	 -0.002885	 -0.004591
  0.936278	 -0.002498	 -0.002893	 -0.004480
  0.947274	 -0.002214	 -0.002640	 -0.004275
  0.958281	 -0.002142	 -0.002577	 -0.004307
  0.969101	 -0.002277	 -0.002616	 -0.004378
  0.979894	 -0.002198	 -0.002648	 -0.004212
  0.990882	 -0.002466	 -0.002664	 -0.004299
  1.001903	 -0.002545	 -0.002845	 -0.004496
  1.012906	 -0.002522	 -0.002830	 -0.004583
  1.023902	 -0.002490	 -0.002909	 -0.004607
  1.034762	 -0.002451	 -0.002869	 -0.004544
  1.045578	 -0.002174	 -0.002759	 -0.004244
  1.056516	 -0.002300	 -0.002569	 -0.004228
  1.067390	 -0.002214	 -0.002609	 -0.004251
  1.078259	 -0.002198	 -0.002569	 -0.004354
  1.089199	 -0.002506	 -0.002569	 -0.004275
  1.100200	 -0.002545	 -0.002972	 -0.004488
  1.111201	 -0.002585	 -0.002909	 -0.004575
  1.122152	 -0.002498	 -0.002924	 -0.004520
  1.133146	 -0.002498	 -0.002830	 -0.004631
  1.144142	 -0.002198	 -0.002940	 -0.004307
  1.155133	 -0.002206	 -0.002656	 -0.004180
  1.166144	 -0.002174	 -0.002609	 -0.004172
  1.177156	 -0.002198	 -0.002648	 -0.004244
  1.188137	 -0.002332	 -0.002601	 -0.004267
  1.199055	 -0.002427	 -0.002861	 -0.004536
  1.210029	 -0.002466	 -0.002838	 -0.004575
  1.221051	 -0.002474	 -0.002948	 -0.004496
  1.231965	 -0.002458	 -0.002838	 -0.004528
  1.242835	 -0.002198	 -0.002980	 -0.004322
  1.253705	 -0.002253	 -0.002593	 -0.004307
  1.264590	 -0.002214	 -0.002593	 -0.004251
  1.275522	 -0.002127	 -0.002561	 -0.004322
  1.286431	 -0.002221	 -0.002664	 -0.004291
  1.297319	 -0.002435	 -0.002932	 -0.004504
  1.308207	 -0.002522	 -0.002838	 -0.004559
  1.319145	 -0.002482	 -0.002869	 -0.004559
  1.330146	 -0.002545	 -0.002861	 -0.004615
  1.341145	 -0.002182	 -0.002901	 -0.004552
